PEType,bytes_on_last_page,max_extra_paragraphs,init_sp_value,SizeofStackReserve,LoaderFlags,text_PointerToRelocations,registry_read,registry_write,registry_delete,network_dns,network_http,network_connections,processes_suspicious,processes_monitored,total_procsses,files_malicious,files_suspicious,files_text,files_unknown,dlls_calls,apis,Malware
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1636.0,4.0,0.0,0.0,0.0,6.0,0.0,3.0,35.0,2.0,6.0,0.0,0.0,7.0,165.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,982.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,41.0,1.0,3.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1181.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,41.0,1.0,1.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,2024.0,0.0,0.0,2.0,1.0,4.0,0.0,18.0,59.0,1.0,2.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,498.0,0.0,0.0,2.0,0.0,61.0,0.0,3.0,36.0,1.0,0.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,185.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,760.0,0.0,0.0,1.0,0.0,10.0,1.0,15.0,56.0,1.0,9.0,180.0,0.0,10.0,271.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,331.0,8.0,0.0,1.0,0.0,9.0,0.0,3.0,36.0,1.0,1.0,1.0,0.0,0.0,0.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,40.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,41.0,1.0,1.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1013.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,33.0,1.0,3.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,16217.0,202.0,3.0,1.0,1.0,6.0,1.0,17.0,61.0,2.0,11.0,3.0,0.0,1.0,1.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1262.0,25.0,0.0,6.0,3.0,11.0,1.0,11.0,42.0,5.0,7.0,5.0,0.0,12.0,140.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,9792.0,0.0,0.0,7.0,2.0,11.0,2.0,19.0,59.0,1.0,10.0,7.0,2.0,13.0,169.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,437.0,20.0,0.0,1.0,1.0,5.0,0.0,3.0,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,427.0,0.0,0.0,4.0,0.0,12.0,0.0,14.0,59.0,1.0,10.0,1.0,0.0,13.0,307.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,492.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,37.0,1.0,0.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1300.0,18.0,0.0,2.0,0.0,5.0,1.0,5.0,46.0,1.0,3.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1736.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,2.0,1.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,881.0,0.0,0.0,1.0,0.0,3.0,0.0,19.0,69.0,2.0,1.0,1207.0,0.0,13.0,18.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,547.0,0.0,0.0,3.0,2.0,6.0,0.0,3.0,42.0,1.0,2.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,224.0,2.0,0.0,2.0,0.0,4.0,0.0,2.0,35.0,0.0,0.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,362.0,0.0,6.0,2.0,0.0,2.0,0.0,2.0,37.0,0.0,0.0,0.0,0.0,13.0,307.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1702.0,21.0,0.0,1.0,0.0,9.0,0.0,7.0,42.0,1.0,4.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,527.0,0.0,0.0,2.0,0.0,102.0,0.0,4.0,37.0,1.0,1.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,4966.0,0.0,0.0,5.0,3.0,6.0,1.0,10.0,45.0,5.0,6.0,7.0,2.0,19.0,298.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,164.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,12.0,281.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,259.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,1781.0,0.0,0.0,3.0,2.0,4.0,0.0,6.0,40.0,1.0,4.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,586.0,16.0,0.0,1.0,0.0,3.0,0.0,3.0,35.0,2.0,2.0,2.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1113.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,37.0,1.0,5.0,0.0,1.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,552.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,37.0,1.0,1.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,3688.0,66.0,0.0,3.0,2.0,6.0,0.0,13.0,46.0,2.0,8.0,8.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,214.0,2.0,0.0,0.0,0.0,103.0,0.0,2.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,598.0,0.0,6.0,3.0,0.0,8.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,11.0,257.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,71.0,6.0,0.0,0.0,0.0,2.0,0.0,3.0,42.0,1.0,1.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1800.0,74.0,0.0,1.0,1.0,3.0,1.0,9.0,38.0,4.0,4.0,10.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,435.0,0.0,0.0,1.0,0.0,31.0,1.0,4.0,39.0,1.0,2.0,0.0,0.0,3.0,130.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1950.0,32.0,0.0,2.0,1.0,2.0,0.0,3.0,35.0,4.0,10.0,0.0,0.0,7.0,165.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,2782.0,70.0,0.0,2.0,1.0,2.0,0.0,8.0,35.0,2.0,8.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,3.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,34.0,0.0,1.0,0.0,0.0,10.0,273.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,4390.0,6.0,0.0,2.0,0.0,50.0,0.0,6.0,47.0,4.0,8.0,0.0,0.0,7.0,165.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1938.0,30.0,0.0,1.0,1.0,2.0,0.0,3.0,35.0,2.0,8.0,0.0,0.0,7.0,165.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,163.0,2.0,0.0,2.0,0.0,6.0,0.0,1.0,34.0,0.0,1.0,0.0,0.0,11.0,288.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,4606.0,0.0,0.0,4.0,3.0,6.0,0.0,2.0,36.0,1.0,5.0,3.0,2.0,18.0,253.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,8956.0,0.0,0.0,8.0,3.0,14.0,0.0,7.0,43.0,2.0,8.0,7.0,1.0,9.0,146.0,1
PE32,0x0050,0xFFFF,0x00B8,1048576,0,0,2138.0,44.0,0.0,2.0,0.0,2.0,0.0,3.0,38.0,2.0,6.0,0.0,2.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,429.0,0.0,0.0,2.0,0.0,5.0,0.0,6.0,43.0,1.0,1.0,2.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1243.0,12.0,0.0,1.0,1.0,5.0,1.0,7.0,48.0,1.0,4.0,2.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,1004.0,2.0,0.0,5.0,0.0,0.0,0.0,3.0,36.0,1.0,1.0,0.0,0.0,10.0,421.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,4148.0,771.0,146.0,6.0,2.0,16.0,0.0,18.0,63.0,2.0,11.0,0.0,0.0,0.0,0.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,524.0,30.0,0.0,1.0,1.0,2.0,0.0,3.0,38.0,1.0,2.0,1.0,0.0,1.0,1.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0,9234.0,60.0,4.0,4.0,3.0,4.0,0.0,2.0,40.0,2.0,14.0,4.0,0.0,11.0,161.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,5940.0,0.0,0.0,5.0,4.0,7.0,0.0,2.0,36.0,1.0,9.0,1.0,2.0,13.0,153.0,1
PE32,0x0050,0xFFFF,0x00B8,1048576,0,0,994.0,23.0,0.0,1.0,1.0,3.0,0.0,3.0,36.0,2.0,3.0,0.0,0.0,7.0,153.0,1
PE32,0x0050,0xFFFF,0x00B8,1048576,0,0,610.0,4.0,0.0,8.0,0.0,24.0,0.0,4.0,32.0,0.0,2.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,2895.0,12.0,0.0,2.0,1.0,6.0,0.0,4.0,36.0,0.0,8.0,2.0,0.0,7.0,165.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1884.0,24.0,0.0,1.0,1.0,2.0,0.0,3.0,32.0,2.0,10.0,0.0,0.0,7.0,165.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,552.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,37.0,1.0,1.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,2304.0,32.0,0.0,1.0,1.0,6.0,0.0,18.0,53.0,1.0,7.0,4.0,1.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1807.0,0.0,0.0,0.0,0.0,43.0,0.0,6.0,47.0,2.0,0.0,2.0,0.0,2.0,71.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,355.0,22.0,0.0,4.0,1.0,5.0,0.0,1.0,34.0,0.0,2.0,1.0,0.0,11.0,288.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,427.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,40.0,1.0,1.0,2.0,0.0,13.0,343.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1884.0,24.0,0.0,2.0,1.0,2.0,0.0,3.0,35.0,2.0,8.0,0.0,0.0,7.0,165.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,3646.0,50.0,0.0,5.0,4.0,5.0,0.0,3.0,31.0,2.0,16.0,0.0,6.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,850.0,40.0,0.0,1.0,1.0,2.0,0.0,3.0,32.0,2.0,2.0,2.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,11.0,289.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,64.0,6.0,0.0,3.0,0.0,2.0,0.0,3.0,39.0,1.0,0.0,2.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,762.0,22.0,6.0,1.0,0.0,3.0,0.0,5.0,39.0,2.0,2.0,2.0,0.0,1.0,1.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,36.0,0.0,0.0,3.0,2.0,3.0,0.0,2.0,38.0,1.0,4.0,6.0,2.0,9.0,157.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,160.0,2.0,0.0,2.0,0.0,14.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,6.0,82.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,542.0,30.0,0.0,1.0,1.0,2.0,0.0,3.0,37.0,1.0,2.0,1.0,0.0,1.0,1.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0,5471.0,0.0,0.0,6.0,3.0,105.0,1.0,10.0,44.0,5.0,8.0,7.0,2.0,9.0,151.0,1
PE32,0x0060,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,742.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,52.0,2.0,3.0,3.0,0.0,9.0,219.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,461.0,12.0,3.0,3.0,1.0,8.0,0.0,2.0,37.0,0.0,1.0,1.0,0.0,12.0,303.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,306.0,12.0,0.0,2.0,1.0,6.0,0.0,1.0,38.0,0.0,1.0,0.0,0.0,11.0,267.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,154.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,11.0,254.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,23556.0,178.0,4.0,19.0,1.0,28.0,0.0,25.0,61.0,2.0,348.0,246.0,36.0,1.0,1.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,11061.0,0.0,0.0,5.0,4.0,96.0,2.0,19.0,59.0,1.0,14.0,5.0,4.0,11.0,156.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1236.0,27.0,1.0,2.0,0.0,8.0,0.0,11.0,53.0,1.0,2.0,2.0,0.0,13.0,307.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,5038.0,30.0,2.0,3.0,1.0,2.0,1.0,14.0,48.0,2.0,8.0,0.0,0.0,1.0,1.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,3659.0,0.0,0.0,7.0,3.0,7.0,0.0,2.0,36.0,1.0,4.0,2.0,2.0,9.0,166.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,4631.0,0.0,0.0,9.0,3.0,9.0,0.0,2.0,36.0,1.0,4.0,6.0,2.0,7.0,143.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1688.0,6.0,0.0,2.0,0.0,131.0,0.0,3.0,36.0,4.0,8.0,0.0,0.0,7.0,165.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,2164.0,32.0,0.0,2.0,1.0,2.0,0.0,4.0,31.0,4.0,12.0,0.0,0.0,8.0,155.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,828.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,35.0,1.0,0.0,1.0,0.0,7.0,152.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1958.0,32.0,0.0,2.0,0.0,2.0,0.0,3.0,35.0,4.0,8.0,0.0,0.0,7.0,165.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,8927.0,0.0,0.0,6.0,3.0,202.0,0.0,4.0,42.0,1.0,7.0,1.0,2.0,13.0,153.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,492.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,36.0,0.0,2.0,0.0,0.0,4.0,102.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,559.0,25.0,0.0,1.0,0.0,6.0,0.0,6.0,37.0,2.0,1.0,2.0,0.0,1.0,1.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,37697.0,0.0,0.0,65.0,9.0,86.0,1.0,75.0,120.0,15.0,248.0,264.0,49.0,6.0,37.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,2002.0,32.0,0.0,4.0,2.0,4.0,0.0,3.0,35.0,4.0,12.0,0.0,0.0,7.0,165.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,2470.0,0.0,0.0,4.0,0.0,15.0,3.0,14.0,57.0,1.0,1.0,2.0,0.0,13.0,307.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,4817.0,0.0,0.0,3.0,2.0,6.0,0.0,5.0,38.0,1.0,3.0,5.0,1.0,8.0,133.0,1
PE32,0x0050,0xFFFF,0x00B8,1048576,0,0,1318.0,0.0,0.0,1.0,0.0,3.0,0.0,9.0,45.0,1.0,2.0,0.0,0.0,11.0,288.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,2006.0,32.0,0.0,2.0,2.0,4.0,0.0,3.0,35.0,4.0,10.0,0.0,0.0,7.0,165.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,568.0,16.0,0.0,0.0,0.0,2.0,0.0,3.0,31.0,2.0,2.0,2.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,874.0,40.0,0.0,1.0,1.0,2.0,0.0,3.0,31.0,2.0,4.0,2.0,0.0,1.0,1.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,45.0,0.0,0.0,4.0,1.0,19.0,2.0,7.0,45.0,1.0,4.0,7.0,1.0,10.0,148.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,346.0,0.0,0.0,3.0,0.0,5.0,0.0,5.0,41.0,2.0,1.0,0.0,0.0,2.0,71.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,1082.0,22.0,0.0,2.0,1.0,2.0,0.0,3.0,36.0,1.0,3.0,0.0,1.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,2606.0,84.0,0.0,3.0,1.0,2.0,0.0,6.0,40.0,2.0,6.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,1164.0,29.0,2.0,3.0,1.0,9.0,0.0,13.0,43.0,5.0,1.0,5.0,0.0,0.0,0.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,900.0,11.0,0.0,1.0,0.0,4.0,0.0,3.0,36.0,1.0,3.0,0.0,1.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,4839.0,0.0,0.0,6.0,4.0,9.0,2.0,10.0,50.0,5.0,5.0,7.0,2.0,16.0,311.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,40.0,2.0,0.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,1087.0,22.0,0.0,1.0,1.0,2.0,1.0,3.0,38.0,1.0,4.0,0.0,1.0,1.0,1.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0,3115.0,18.0,7.0,7.0,1.0,12.0,0.0,3.0,37.0,2.0,1.0,2.0,0.0,12.0,159.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,152.0,0.0,0.0,1.0,0.0,26.0,0.0,1.0,33.0,0.0,1.0,0.0,0.0,10.0,273.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,1431.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,40.0,1.0,1.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1287.0,0.0,0.0,1.0,0.0,15.0,1.0,11.0,50.0,1.0,0.0,2.0,0.0,13.0,307.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,2012.0,46.0,0.0,2.0,0.0,2.0,0.0,3.0,36.0,4.0,8.0,0.0,0.0,8.0,155.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,2998.0,74.0,0.0,1.0,2.0,5.0,0.0,4.0,33.0,2.0,10.0,0.0,2.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,996.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,39.0,3.0,1.0,0.0,1.0,7.0,165.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,776.0,20.0,0.0,0.0,0.0,2.0,0.0,3.0,30.0,2.0,2.0,2.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,485.0,0.0,0.0,2.0,0.0,5.0,0.0,3.0,36.0,1.0,0.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,40.0,17.0,1.0,2.0,2.0,2.0,0.0,6.0,43.0,0.0,5.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,2680.0,21.0,2.0,3.0,1.0,9.0,0.0,4.0,35.0,0.0,19.0,2.0,5.0,0.0,0.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,5498.0,80.0,0.0,1.0,1.0,4.0,0.0,9.0,43.0,2.0,6.0,4.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,1194.0,0.0,0.0,1.0,1.0,6.0,1.0,3.0,36.0,1.0,2.0,0.0,1.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,9191.0,0.0,0.0,7.0,4.0,11.0,0.0,7.0,43.0,2.0,8.0,6.0,2.0,15.0,266.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0,20.0,0.0,0.0,8.0,0.0,19.0,0.0,2.0,35.0,0.0,0.0,5.0,0.0,9.0,164.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,236.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,41.0,0.0,0.0,0.0,0.0,11.0,289.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,332.0,1.0,0.0,1.0,0.0,9.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,426.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,1.0,1.0,0.0,0.0,13.0,343.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,951.0,0.0,0.0,5.0,1.0,9.0,0.0,7.0,41.0,0.0,1.0,4.0,0.0,11.0,288.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,12388.0,402.0,2.0,2.0,4.0,4.0,0.0,13.0,56.0,16.0,0.0,12.0,0.0,6.0,135.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,243.0,0.0,0.0,1.0,3.0,5.0,0.0,2.0,40.0,0.0,5.0,1.0,0.0,10.0,235.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1203.0,23.0,0.0,2.0,1.0,6.0,1.0,3.0,37.0,1.0,2.0,0.0,1.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,530.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,38.0,1.0,2.0,1.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,315.0,12.0,0.0,1.0,1.0,5.0,0.0,2.0,33.0,0.0,2.0,0.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,4096,0,0,906.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,35.0,1.0,0.0,0.0,0.0,3.0,16.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,390.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,36.0,1.0,0.0,2.0,0.0,1.0,1.0,1
PE32,0x0040,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,1407.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,56.0,1.0,0.0,2.0,0.0,13.0,14.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,873.0,0.0,0.0,2.0,0.0,3.0,1.0,16.0,53.0,14.0,8.0,24.0,2.0,13.0,307.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,34.0,0.0,0.0,4.0,2.0,14.0,0.0,2.0,38.0,1.0,4.0,4.0,2.0,8.0,147.0,1
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,4627.0,0.0,0.0,5.0,3.0,6.0,0.0,2.0,35.0,1.0,4.0,6.0,2.0,8.0,148.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,5725.0,0.0,0.0,3.0,5.0,7.0,0.0,32.0,99.0,0.0,46.0,2.0,0.0,1.0,1.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,354.0,7.0,0.0,3.0,0.0,3.0,0.0,4.0,40.0,1.0,2.0,3.0,0.0,13.0,18.0,1
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,403.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,36.0,1.0,0.0,1.0,0.0,1.0,1.0,1
